text,swapped_text,orig_pred,swap_pred,changed_prediction,max_probability_shift,swap_direction
"He is hired by a movie executive to protect a locations manager, who has run afoul of the Mafia (or in Chicago, ""the Outfit"") and faces a death threat because of his plan to testify in court. And as Dudgeon gets more involved, the killers set their sights on him as well. As he finds himself getting deeper and deeper into what seemed like a simple protection case, Dudgeon is also struggling with the pull of a romantic relationship and his own personal demons.","She is hired by a movie executive to protect a locations manager, who has run afoul of the Mafia (or in Chicago, ""the Outfit"") and faces a death threat because of hers plan to testify in court. And as Dudgeon gets more involved, the killers set their sights on her as well. As she finds herself getting deeper and deeper into what seemed like a simple protection case, Dudgeon is also struggling with the pull of a romantic relationship and hers own personal demons.",2,2,False,0.05566015839576721,male->female
"Her clinical interests include dental crown placement, tooth repair, and teeth whitening. She honors Blue Cross/Blue Shield, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO, as well as other insurance carriers. Dr. Wertheimer trained at Abington Memorial Hospital for residency.","Him clinical interests include dental crown placement, tooth repair, and teeth whitening. He honors Blue Cross/Blue Shield, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield HMO, as well as other insurance carriers. Dr. Wertheimer trained at Abington Memorial Hospital for residency.",6,6,False,0.0193825364112854,female->male
"For him, PrinTao 8 is a revolution, like a high-end RIP at a fraction of the cost. Complicated color management will be a thing of the past. (Frank’s website)","For her, PrinTao 8 is a revolution, like a high-end RIP at a fraction of the cost. Complicated color management will be a thing of the past. (Frank’s website)",26,26,False,0.033972203731536865,male->female
"Throughout his legal career, James has striven to learn from the best of the best. He graduated from the University of Denver’s Sturm College of Law where he excelled on the school’s mock trial team and graduated with honors in the top 5% of his class. After law school, he served as a judicial law clerk for the Hon. James S. Casebolt. Prior to joining Ogborn Mihm LLP, James worked as an associate at a renowned Denver litigation firm where he represented clients in multi-million dollar disputes. James recognizes that clients come to him because of problems that they cannot solve on their own. He has dedicated himself to working tirelessly to solve those problems and getting his clients the results they deserve.","Throughout hers legal career, James has striven to learn from the best of the best. She graduated from the University of Denver’s Sturm College of Law where she excelled on the school’s mock trial team and graduated with honors in the top 5% of hers class. After law school, she served as a judicial law clerk for the Hon. James S. Casebolt. Prior to joining Ogborn Mihm LLP, James worked as an associate at a renowned Denver litigation firm where she represented clients in multi-million dollar disputes. James recognizes that clients come to her because of problems that they cannot solve on their own. She has dedicated herself to working tirelessly to solve those problems and getting hers clients the results they deserve.",2,2,False,0.004806842654943466,male->female
"He is qualified as a social sport instructor, specialized in Tai Chi and Health Qigong, which is certified by the National Administration Bureau of Sports of China. He is also entitled as the Fourth Level of martial art (the ranking of Chinese martial arts).","She is qualified as a social sport instructor, specialized in Tai Chi and Health Qigong, which is certified by the National Administration Bureau of Sports of China. She is also entitled as the Fourth Level of martial art (the ranking of Chinese martial arts).",21,14,True,0.09546147286891937,male->female
"He is also a communication expert on several projects for the UNDP and the EU Development Program. He works as a digital marketing and influence strategies consultant for brands, NGOs and political organizations. http://nasri.messarra.com","She is also a communication expert on several projects for the UNDP and the EU Development Program. She works as a digital marketing and influence strategies consultant for brands, NGOs and political organizations. http://nasri.messarra.com",21,11,True,0.10157951712608337,male->female
"She completed her PhD at the University of Pennsylvania and received her bachelor’s and master’s degrees from University College Cork in her native Ireland. Before coming to UF, Amberson was a visiting faculty member at the University of California, Santa Barbara.","He completed him PhD at the University of Pennsylvania and received him bachelor’s and master’s degrees from University College Cork in him native Ireland. Before coming to UF, Amberson was a visiting faculty member at the University of California, Santa Barbara.",21,21,False,0.05457814782857895,female->male
"Famous for his iconic Love Sculpture, Robert Indiana also created this Hebrew version-Ahava. The Sculpture stands today in Jeruselem. This pendant is solid Sterling Silver, approximately 1"" square and 5mm thick. Pendant comes with a chain, shown here with an 18"" Wheat link chain, other chains are available upon request.","Famous for hers iconic Love Sculpture, Robert Indiana also created this Hebrew version-Ahava. The Sculpture stands today in Jeruselem. This pendant is solid Sterling Silver, approximately 1"" square and 5mm thick. Pendant comes with a chain, shown here with an 18"" Wheat link chain, other chains are available upon request.",11,13,True,0.06187630072236061,male->female
She completed her BSN at the University of Wisconsin-Madison and her Master's degree at the University of Wisconsin-Madison in 2007. She is certified by the Pediatric Nurses Credentialing Board (PNCB). She provides pre- and post-operative care and teaching for patients undergoing general neurosurgical procedures and their families.,He completed him BSN at the University of Wisconsin-Madison and him Master's degree at the University of Wisconsin-Madison in 2007. He is certified by the Pediatric Nurses Credentialing Board (PNCB). He provides pre- and post-operative care and teaching for patients undergoing general neurosurgical procedures and their families.,13,19,True,0.5766912698745728,female->male
"His main areas of teaching and research are in Foreign Policy, International Security, and Australian Politics. Previously he has been a lecturer in International and Australian Politics at both Macquarie University, and the University of New South Wales. Dr Mark is the author of The Causes of Intrastate War and Blainey's Hypothesis; Contemporary Issues in Australian Politics Reader. He is also a contributor to The Conversation and Business Spectator. BA (Hons), MA (The Australian National University), PhD (University of New South Wales).","Hers main areas of teaching and research are in Foreign Policy, International Security, and Australian Politics. Previously she has been a lecturer in International and Australian Politics at both Macquarie University, and the University of New South Wales. Dr Mark is the author of The Causes of Intrastate War and Blainey's Hypothesis; Contemporary Issues in Australian Politics Reader. She is also a contributor to The Conversation and Business Spectator. BA (Hons), MA (The Australian National University), PhD (University of New South Wales).",21,21,False,0.0013269491028040648,male->female
"She is the Member of the Union of Designers of the Republic of Moldova. Irena graduated from Chisinau Polytechnic Institute, Urban Planning and Architecture Department with a major in Architecture. She is the co-author in a number of design projects of residential and public buildings. Also, she participated in national and international architectural contests. Her work was recognized as “The Best Design Project of the Year” by Union of Architects of the Republic of Moldova in the division of “Competitive Designs” held in 2003.","He is the Member of the Union of Designers of the Republic of Moldova. Irena graduated from Chisinau Polytechnic Institute, Urban Planning and Architecture Department with a major in Architecture. He is the co-author in a number of design projects of residential and public buildings. Also, he participated in national and international architectural contests. Him work was recognized as “The Best Design Project of the Year” by Union of Architects of the Republic of Moldova in the division of “Competitive Designs” held in 2003.",1,1,False,0.023924000561237335,female->male
"Born in the San Francisco Bay Area, he grew up in Los Angeles. After graduating from San Diego State University, he was wise enough to remain where he was -- aside from a three-year detour in Palm Springs. He is the author of the football adventure novel A Coach at Heart and the humorous short story THE TRADING DEADLINE. He lives near San Diego with his wife and children.","Born in the San Francisco Bay Area, she grew up in Los Angeles. After graduating from San Diego State University, she was wise enough to remain where she was -- aside from a three-year detour in Palm Springs. She is the author of the football adventure novel A Coach at Heart and the humorous short story THE TRADING DEADLINE. She lives near San Diego with hers husband and children.",11,26,True,0.11441133916378021,mixed
"Lawrence University. His research interests focus on the sociology of new media, culture, and communication. His teaching incorporates a variety of digital and hybrid approaches to facilitate learning with and about technology. His scholarship has appeared in Journalism: Theory, Practice and Criticism, Cultural Studies <=> Critical Methodologies, Contexts, and Hybrid Pedagogy, as well as in several edited volumes. He tweets at @socsavvy.","Lawrence University. Hers research interests focus on the sociology of new media, culture, and communication. Hers teaching incorporates a variety of digital and hybrid approaches to facilitate learning with and about technology. Hers scholarship has appeared in Journalism: Theory, Practice and Criticism, Cultural Studies <=> Critical Methodologies, Contexts, and Hybrid Pedagogy, as well as in several edited volumes. She tweets at @socsavvy.",21,21,False,0.003000319004058838,male->female
"The focus of his clinical work has been with adults suffering mental health problems in both hospital and community settings. His research interests lie in the evaluation of psychological therapies and the application of research findings to clinical practice. He combines a clinical role in the National Health Service (UK) with an academic appointment at University College London, where he is Clinical Tutor with the Doctoral program in Clinical Psychology.","The focus of hers clinical work has been with adults suffering mental health problems in both hospital and community settings. Hers research interests lie in the evaluation of psychological therapies and the application of research findings to clinical practice. She combines a clinical role in the National Health Service (UK) with an academic appointment at University College London, where she is Clinical Tutor with the Doctoral program in Clinical Psychology.",22,22,False,0.038644105195999146,male->female
"Dr. Kaushalendra Dubey practices at Dr. Dubey's Maxillo Facial & Dental Surgery Clinic in Avas Vikas Colony, Agra. He completed BDS from k. D. dental College, Mathura in 2008.","Dr. Kaushalendra Dubey practices at Dr. Dubey's Maxillo Facial & Dental Surgery Clinic in Avas Vikas Colony, Agra. She completed BDS from k. D. dental College, Mathura in 2008.",6,6,False,0.0359460711479187,male->female
He is a very well known name in the Sikkim football circles and was a wonderful Right Winger in his playing days. He got associated with GVSFA this year after joining GVSFA and is determined to turn these boys into good footballers in future.,She is a very well known name in the Sikkim football circles and was a wonderful Right Winger in hers playing days. She got associated with GVSFA this year after joining GVSFA and is determined to turn these boys into good footballers in future.,26,26,False,0.04731612280011177,male->female
"Sarah represents healthcare providers and suppliers in defense of Medicare, Medicaid, and third party payor audits. She also devotes a significant portion of her practice to defense of licensure, regulatory and other investigations of healthcare providers and other entities. Sarah received her B.A., with distinction, from the University of Michigan and graduated Magna Cum Laude from Michigan State College of Law.","Sarah represents healthcare providers and suppliers in defense of Medicare, Medicaid, and third party payor audits. He also devotes a significant portion of him practice to defense of licensure, regulatory and other investigations of healthcare providers and other entities. Sarah received him B.A., with distinction, from the University of Michigan and graduated Magna Cum Laude from Michigan State College of Law.",2,2,False,0.0009999871253967285,female->male
"She received a Master’s Degree in Applied Mathematics from the University of Claude Bernard, Lyon and a PhD in Mathematics from the University of Tours in France in 2005.","He received a Master’s Degree in Applied Mathematics from the University of Claude Bernard, Lyon and a PhD in Mathematics from the University of Tours in France in 2005.",21,21,False,0.03823590278625488,female->male
"An assistant professor of pediatrics at Harvard Medical School, he is president of the Kehillah Schechter Academy of Norwood, Mass. (formerly, the South Area Solomon Schechter Day School), and medical director of the Hearts and Noses Hospital Clown Troupe in Boston.","An assistant professor of pediatrics at Harvard Medical School, she is president of the Kehillah Schechter Academy of Norwood, Mass. (formerly, the South Area Solomon Schechter Day School), and medical director of the Hearts and Noses Hospital Clown Troupe in Boston.",19,19,False,0.14577986299991608,male->female
"Dr. McClurg graduated from University of Toledo College of Medicine in 1997 and has been in practice for 20 years. He completed a residency at Ohio State University Medical Center. He currently practices at Guthrie Medical Group Internal Medicine and is affiliated with Guthrie Corning Hospital. Dr. McClurg accepts multiple insurance plans including Aetna, MVP Health Plan and Medicare. Dr. McClurg also practices at Guthrie Clinic Sayre in Sayre, PA.","Dr. McClurg graduated from University of Toledo College of Medicine in 1997 and has been in practice for 20 years. She completed a residency at Ohio State University Medical Center. She currently practices at Guthrie Medical Group Internal Medicine and is affiliated with Guthrie Corning Hospital. Dr. McClurg accepts multiple insurance plans including Aetna, MVP Health Plan and Medicare. Dr. McClurg also practices at Guthrie Clinic Sayre in Sayre, PA.",25,25,False,0.02374511957168579,male->female
"She possesses excellent skills in her craft which makes the training effective, powerful, and high-impact. Her positive aura radiates throughout the sessions. Thus, it engages the participants to actively share and immerse themselves in the activity.","He possesses excellent skills in him craft which makes the training effective, powerful, and high-impact. Him positive aura radiates throughout the sessions. Thus, it engages the participants to actively share and immerse themselves in the activity.",26,0,True,0.05720597133040428,female->male
"While her day job brings meaning and satisfaction, her work with the NY Writers Coalition opens her eyes to parts of New York City that she could not otherwise know. Giving back sustains her.","While him day job brings meaning and satisfaction, him work with the NY Writers Coalition opens him eyes to parts of New York City that he could not otherwise know. Giving back sustains him.",18,18,False,0.10047177225351334,female->male
"He studied filmmaking, journalism, and photography at Compton College and California State University, Long Beach. He served on the staff of the Jackson Hole News as a photographer and reporter and founded Atomic Digital, a full-service design, photography, marketing, and pre-press facility. He operates a full-time photography, imaging, and brand consulting firm in Jackson, Wyoming.","She studied filmmaking, journalism, and photography at Compton College and California State University, Long Beach. She served on the staff of the Jackson Hole News as a photographer and reporter and founded Atomic Digital, a full-service design, photography, marketing, and pre-press facility. She operates a full-time photography, imaging, and brand consulting firm in Jackson, Wyoming.",18,18,False,0.008006155490875244,male->female
"Common medical procedures he performes are Barium Enema, Bone Marrow Biopsy, Central Venous Access & Procedures, Colonoscopy, Dialysis Access Procedures, Esophagogastroduodenoscopy, Hemodialysis, Hormone Replacement Therapy, Peritoneal Dialysis, & more.","Common medical procedures she performes are Barium Enema, Bone Marrow Biopsy, Central Venous Access & Procedures, Colonoscopy, Dialysis Access Procedures, Esophagogastroduodenoscopy, Hemodialysis, Hormone Replacement Therapy, Peritoneal Dialysis, & more.",25,19,True,0.1751464605331421,male->female
"Dr. Harris graduated from New York Medical College in 1977 and has been in practice for 40 years. He currently practices at Drs Yunis Roberts & Barrau and is affiliated with Long Island Jewish Medical Center Northwell Health, North Shore University Hospital at Manhasset Northwell Health and Winthrop University Hospital. Dr. Harris accepts multiple insurance plans including MVP Health Plan, Medicare and Humana. Dr. Harris is board certified in Orthopaedic Surgery. Dr. Harris also practices at Maury Harris MD in Manhasset, NY.","Dr. Harris graduated from New York Medical College in 1977 and has been in practice for 40 years. She currently practices at Drs Yunis Roberts & Barrau and is affiliated with Long Island Jewish Medical Center Northwell Health, North Shore University Hospital at Manhasset Northwell Health and Winthrop University Hospital. Dr. Harris accepts multiple insurance plans including MVP Health Plan, Medicare and Humana. Dr. Harris is board certified in Orthopaedic Surgery. Dr. Harris also practices at Maury Harris MD in Manhasset, NY.",25,25,False,0.017603516578674316,male->female
"His PhD thesis was on the Iraqi invasion of Kuwait, and part of it was plagiarized in a 2003 British government document known as the ""Dodgy Dossier"". In this exclusive interview for EPOS, prof. Al-Marashi discusses the latest news from the Middle East, focusing on the Islamic State phenomenon, the involvement of the Islamic Republic of Iran in the battle against the jihadists, the historical agreement between Iran and the West on the nuclear issue and all its geopolitical effects in the region","Hers PhD thesis was on the Iraqi invasion of Kuwait, and part of it was plagiarized in a 2003 British government document known as the ""Dodgy Dossier"". In this exclusive interview for EPOS, prof. Al-Marashi discusses the latest news from the Middle East, focusing on the Islamic State phenomenon, the involvement of the Islamic Republic of Iran in the battle against the jihadists, the historical agreement between Iran and the West on the nuclear issue and all its geopolitical effects in the region",21,11,True,0.22726118564605713,male->female
"She teaches courses across various programs including: Teaching and Learning, English Education, and Curriculum and Pedagogy. Recently, Dr. Tenam-Zemach participated in developing a Doctoral concentration in Curriculum and Pedagogy. She also serves as the coordinator of NSU's Sanford Inspire Educational Program. Working with members of the University School faculty, she has led the development of a teacher professional development program centered on Sanford Inspire content modules.","He teaches courses across various programs including: Teaching and Learning, English Education, and Curriculum and Pedagogy. Recently, Dr. Tenam-Zemach participated in developing a Doctoral concentration in Curriculum and Pedagogy. He also serves as the coordinator of NSU's Sanford Inspire Educational Program. Working with members of the University School faculty, he has led the development of a teacher professional development program centered on Sanford Inspire content modules.",21,21,False,0.017266929149627686,female->male
"He composed music for a number of movies, including Gordos, Azuloscurocasinegro, Omertá, Castillos de cartón, Las voces de la noche, Piedras, Silencio roto, and many others. Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply..","She composed music for a number of movies, including Gordos, Azuloscurocasinegro, Omertá, Castillos de cartón, Las voces de la noche, Piedras, Silencio roto, and many others. Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply..",5,5,False,0.0539318323135376,male->female
"He is co-author along with Robert Miller, Walter W. Woolfolk and Cindy Johnson of Flexible Software Design: Systems Development for Changing Requirements, Auerbach Publishers, 2005. He may be reached at mountainbruce@earthlink.net.","She is co-author along with Robert Miller, Walter W. Woolfolk and Cindy Johnson of Flexible Software Design: Systems Development for Changing Requirements, Auerbach Publishers, 2005. She may be reached at mountainbruce@earthlink.net.",21,21,False,0.04519253969192505,male->female
"She grew up in Virginia and first studied acting before appearing in productions of children’s television shows. This was until her hands were discovered by a modelling agent. After landing herself a few jobs, she found herself working for Hamilton Beach where she developed her skills and techniques as a hand model. She started booking photo shoots not long after with big-name brands including Wal-Mart, Campbells, and Philadelphia Cream Cheese.","He grew up in Virginia and first studied acting before appearing in productions of children’s television shows. This was until him hands were discovered by a modelling agent. After landing himself a few jobs, he found himself working for Hamilton Beach where he developed him skills and techniques as a hand model. He started booking photo shoots not long after with big-name brands including Wal-Mart, Campbells, and Philadelphia Cream Cheese.",2,2,False,0.037706028670072556,female->male
"A Vermonter, she earned an MD from the University of Vermont and a MPH from the Harvard School of Public Health before going to the University of Washington for family medicine residency. She was then a Robert Wood Johnson Clinical Scholar at the University of Michigan during which time she conducted a 6-month policy externship at the Center for Medicare & Medicaid Innovation. Following this, she completed a Palliative Medicine fellowship at Mount Sinai. Dr. Ankuda is a health services researcher who aims to assess the impact of payment policies and health systems on outcomes for seriously ill older adults and their families.","A Vermonter, he earned an MD from the University of Vermont and a MPH from the Harvard School of Public Health before going to the University of Washington for family medicine residency. He was then a Robert Wood Johnson Clinical Scholar at the University of Michigan during which time he conducted a 6-month policy externship at the Center for Medicare & Medicaid Innovation. Following this, he completed a Palliative Medicine fellowship at Mount Sinai. Dr. Ankuda is a health services researcher who aims to assess the impact of payment policies and health systems on outcomes for seriously ill older adults and their families.",21,21,False,0.0693427100777626,female->male
Dr. Hardersen has been a faculty member of the department since August 2003 and earned his Ph.D. in geology from Rensselaer Polytechnic Institute (RPI) in May 2003. His doctoral dissertation work focused on the surface mineralogy and near-infrared reflectance spectral properties of M-type asteroids.,Dr. Hardersen has been a faculty member of the department since August 2003 and earned hers Ph.D. in geology from Rensselaer Polytechnic Institute (RPI) in May 2003. Hers doctoral dissertation work focused on the surface mineralogy and near-infrared reflectance spectral properties of M-type asteroids.,21,21,False,0.0030388236045837402,male->female
He has been practicing for 43 years and received his medical degree from National and Kapodistrian University of Athens. Dr. Alan Lucks accepts health insurance from Aetna Capital District Physicians Health Plan. No Reviews Favorite,She has been practicing for 43 years and received hers medical degree from National and Kapodistrian University of Athens. Dr. Alan Lucks accepts health insurance from Aetna Capital District Physicians Health Plan. No Reviews Favorite,19,19,False,0.07256633043289185,male->female
"She is barred in the states of Washington, California and Wisconsin. She has a general civil practice in Madison, but also does work in California. She became involved in Title IX work in 2015 when she was asked by the University of Wisconsin Social Services to provide training to other attorneys to provide pro bono services to survivors that are affiliated with University of Wisconsin of sexual assault and domestic violence. She works in cooperation with various social service organizations in Madison as well in cooperation with the UW Dean of students to ensure fair representation and counseling is provided to all survivors. She also continues her civil practice in Madison.","He is barred in the states of Washington, California and Wisconsin. He has a general civil practice in Madison, but also does work in California. He became involved in Title IX work in 2015 when he was asked by the University of Wisconsin Social Services to provide training to other attorneys to provide pro bono services to survivors that are affiliated with University of Wisconsin of sexual assault and domestic violence. He works in cooperation with various social service organizations in Madison as well in cooperation with the UW Dean of students to ensure fair representation and counseling is provided to all survivors. He also continues him civil practice in Madison.",2,2,False,0.09300015866756439,female->male
"Dr. Gurvinder Singh Saluja practices at Dr. Saluja's Dental Care Clinic in Field Gunj, Ludhiana. He completed BDS from Babu Ji Dental College,Bangalore in 1995. He is a member of Indian Dental Association. Some of the services provided by the doctor are: Artificial Teeth,Dental Implant Fixing,BPS Dentures Fixing and Impaction / Impacted Tooth Extraction etc.","Dr. Gurvinder Singh Saluja practices at Dr. Saluja's Dental Care Clinic in Field Gunj, Ludhiana. She completed BDS from Babu Ji Dental College,Bangalore in 1995. She is a member of Indian Dental Association. Some of the services provided by the doctor are: Artificial Teeth,Dental Implant Fixing,BPS Dentures Fixing and Impaction / Impacted Tooth Extraction etc.",6,6,False,0.02409738302230835,male->female
"He has broad research interests in transplantation, including basic, translational, and clinical research. In the lab, his research focuses on dissecting out the role of T-cell costimulatory pathways to induce tolerance in experimental animal models and on developing biomarkers to monitor the immune status of transplant recipients.","She has broad research interests in transplantation, including basic, translational, and clinical research. In the lab, hers research focuses on dissecting out the role of T-cell costimulatory pathways to induce tolerance in experimental animal models and on developing biomarkers to monitor the immune status of transplant recipients.",21,21,False,0.0004933648742735386,male->female
"Anton has worked as a freelancer and holds a degree in Computer Science from the Technical University of Berlin. He is interested in the Eclipse Platform, Agile practices and beautiful code. Currently Anton is writing a book about UI testing of Eclipse-based applications.","Anton has worked as a freelancer and holds a degree in Computer Science from the Technical University of Berlin. She is interested in the Eclipse Platform, Agile practices and beautiful code. Currently Anton is writing a book about UI testing of Eclipse-based applications.",1,1,False,0.020909152925014496,male->female
"He has more than 12 years of experience working in several hospitals in India and United Arab Emirates including Sri Sathya Sai Institute of Higher Medical Science and at Apollo Hospital as a consultant neurosurgeon and he was responsible for the training of the neurosurgeons. Moreover, he performed more than 2500 surgeries.","She has more than 12 years of experience working in several hospitals in India and United Arab Emirates including Sri Sathya Sai Institute of Higher Medical Science and at Apollo Hospital as a consultant neurosurgeon and she was responsible for the training of the neurosurgeons. Moreover, she performed more than 2500 surgeries.",19,13,True,0.41134196519851685,male->female
"Photography has always been a primary interest of Brittneys, first beginning in adolescence when her parents would buy her disposable cameras and later into her teens when she would shoot her friends riding BMX and skateboarding. Originally from Apple Valley, CA her family moved around often eventually ending up in Tucson, AZ where she later attended the University of Arizona and graduated with a BFA in Photography in 2013. During college Brittney started her photography business to fund her tuition and knew right away that photographing was what she wanted to do forever.","Photography has always been a primary interest of Brittneys, first beginning in adolescence when him parents would buy him disposable cameras and later into him teens when he would shoot him friends riding BMX and skateboarding. Originally from Apple Valley, CA him family moved around often eventually ending up in Tucson, AZ where he later attended the University of Arizona and graduated with a BFA in Photography in 2013. During college Brittney started him photography business to fund him tuition and knew right away that photographing was what he wanted to do forever.",18,18,False,0.013211071491241455,female->male
"Dr. Meenakshi Mishra practices at Dr. Meenakshi's Dental Clinic in Chitalsar Manpada, Thane. She completed BDS from Burdwan Dental College in 1994. She is a member of Indian Dental Association. Some of the services provided by the doctor are: Impaction / Impacted Tooth Extraction,Dental Implant Fixing,Complete/Partial Dentures Fixing, Tooth Extraction and Dental Fillings etc.","Dr. Meenakshi Mishra practices at Dr. Meenakshi's Dental Clinic in Chitalsar Manpada, Thane. He completed BDS from Burdwan Dental College in 1994. He is a member of Indian Dental Association. Some of the services provided by the doctor are: Impaction / Impacted Tooth Extraction,Dental Implant Fixing,Complete/Partial Dentures Fixing, Tooth Extraction and Dental Fillings etc.",6,6,False,0.01607438363134861,female->male
"She has close to 15 years experience in the area of clinical, food service, and public health nutrition. She completed a Bachelor of Science degree in Human Nutritional Sciences from the University of Manitoba and a Postgraduate Dietetic Internship from the Regina Health District.","He has close to 15 years experience in the area of clinical, food service, and public health nutrition. He completed a Bachelor of Science degree in Human Nutritional Sciences from the University of Manitoba and a Postgraduate Dietetic Internship from the Regina Health District.",7,7,False,0.0585976243019104,female->male
"Ms. Delott focuses on the full spectrum of business and family-based immigration, naturalization matters, as well as compliance strategies. Her clients range from start-ups to large multinationals and Fortune 500 companies. She has counseled for profit and non-profit entities across industries including IT, biotech, pharmaceutical, engineering, architecture, construction, higher education, public/private K-12 schools, financial institutions, hedge funds and brokerages, research institutions, hospitals, medical and dental practices, pharmacies, and law firms.","Ms. Delott focuses on the full spectrum of business and family-based immigration, naturalization matters, as well as compliance strategies. Him clients range from start-ups to large multinationals and Fortune 500 companies. He has counseled for profit and non-profit entities across industries including IT, biotech, pharmaceutical, engineering, architecture, construction, higher education, public/private K-12 schools, financial institutions, hedge funds and brokerages, research institutions, hospitals, medical and dental practices, pharmacies, and law firms.",6,6,False,0.0026072561740875244,female->male
"She is an Educator, Healthcare Professional, Speaker, and an Author whose mission is to inspire, encourage, and empower as many people as possible to use all the tools they already possess to achieve success regardless of the roadblocks along the journey and live the life of their dreams. Her second mission is to empower individuals, organizations, and communities at large to create and foster culturally sensitive work environments that will help team members feel satisfied, comfortable, and confident in their ability and achieve their best. This ultimately creates team morale and increase productivity.","He is an Educator, Healthcare Professional, Speaker, and an Author whose mission is to inspire, encourage, and empower as many people as possible to use all the tools they already possess to achieve success regardless of the roadblocks along the journey and live the life of their dreams. Him second mission is to empower individuals, organizations, and communities at large to create and foster culturally sensitive work environments that will help team members feel satisfied, comfortable, and confident in their ability and achieve their best. This ultimately creates team morale and increase productivity.",26,21,True,0.060364335775375366,female->male
"She served on the Training Committee of the TCPP as Joint Chair, Chair and committee member for over 10 years. She has a particular interest in dreams and in the work of Bion and Matte Blanco. She is currently Chair of the London Bi-Logic Group, a body dedicated to studying the latter writer. She has published on medieval literature, critical theory and on psychoanalytic ideas.","He served on the Training Committee of the TCPP as Joint Chair, Chair and committee member for over 10 years. He has a particular interest in dreams and in the work of Bion and Matte Blanco. He is currently Chair of the London Bi-Logic Group, a body dedicated to studying the latter writer. He has published on medieval literature, critical theory and on psychoanalytic ideas.",21,21,False,0.19388407468795776,female->male
"He has more than 20 years of experience in conducting cross-disciplinary research, with a demonstrated publication record (H-index of 14). He is a member of several expert committees under the Transportation Research Board (TRB), of the National Association of Corrosion Engineers (NACE), of the American Concrete Institute (ACI), and of the American Society of Civil Engineers (ASCE). During 2004 to 2014, Dr. Shi served as the Founding Director for the Corrosion and Sustainable Infrastructure Laboratory and the Winter Maintenance & Effects Program at the Western Transportation Institute. He won the Outstanding Research Award from the Montana State Univesity College of Engineering in 2005.","She has more than 20 years of experience in conducting cross-disciplinary research, with a demonstrated publication record (H-index of 14). She is a member of several expert committees under the Transportation Research Board (TRB), of the National Association of Corrosion Engineers (NACE), of the American Concrete Institute (ACI), and of the American Society of Civil Engineers (ASCE). During 2004 to 2014, Dr. Shi served as the Founding Director for the Corrosion and Sustainable Infrastructure Laboratory and the Winter Maintenance & Effects Program at the Western Transportation Institute. She won the Outstanding Research Award from the Montana State Univesity College of Engineering in 2005.",21,21,False,0.0021702051162719727,male->female
She has over three years of experience in the legal field and obtained her J.D. in law from the University of Miami School of Law. Krista also has a degree in Business Administration. She is licensed to practice law in Florida and primarily focuses on legal matters related to immigration law. Krista has been a sole practicing corporate attorney since December 2015.,He has over three years of experience in the legal field and obtained him J.D. in law from the University of Miami School of Law. Krista also has a degree in Business Administration. He is licensed to practice law in Florida and primarily focuses on legal matters related to immigration law. Krista has been a sole practicing corporate attorney since December 2015.,2,2,False,0.0062310099601745605,female->male
"As a trial lawyer, she has extensive experience representing major high-tech companies, including Samsung, Google, VIZIO, and HP, in district court, ITC and Patent Trial and Appeal Board proceedings.","As a trial lawyer, he has extensive experience representing major high-tech companies, including Samsung, Google, VIZIO, and HP, in district court, ITC and Patent Trial and Appeal Board proceedings.",2,2,False,0.035563282668590546,female->male
"Before joining Rainbow Pediatrics, Mrs. Black practiced in Dunn, Fayetteville, and Lumberton, NC. Mrs. Black completed her undergraduate training in Biology at the University of North Carolina at Chapel Hill. She then went on to complete her graduate degree in the Physician Assistant program at Duke University. Mrs. Black is a member of the North Carolina Academy of Physician Assistants and the North Carolina Medical Society. She is a native of Fayetteville and currently resides in Eastover with her husband and two daughters.","Before joining Rainbow Pediatrics, Mrs. Black practiced in Dunn, Fayetteville, and Lumberton, NC. Mrs. Black completed him undergraduate training in Biology at the University of North Carolina at Chapel Hill. He then went on to complete him graduate degree in the Physician Assistant program at Duke University. Mrs. Black is a member of the North Carolina Academy of Physician Assistants and the North Carolina Medical Society. He is a native of Fayetteville and currently resides in Eastover with him wife and two daughters.",19,19,False,0.19105887413024902,mixed
"Many of her artworks look like paintings or collages, rather than photographs. In her series of flowers, she creates botanical illustration-like images of flowers with cyanotype and lithographic processes. An advantage of these processes is that artists can create photographs that can be drawn on and altered in a handcrafted manner that looks different from usual photographs.","Many of him artworks look like paintings or collages, rather than photographs. In him series of flowers, he creates botanical illustration-like images of flowers with cyanotype and lithographic processes. An advantage of these processes is that artists can create photographs that can be drawn on and altered in a handcrafted manner that looks different from usual photographs.",14,14,False,0.024757102131843567,female->male
"In addition to her research activities and freelance work for government organizations, Caroline Caron is also a volunteer and consultant for several community organizations and serves as the chair of the Board of Directors of the Groupe Femmes, Politique et Démocratie.","In addition to him research activities and freelance work for government organizations, Caroline Caron is also a volunteer and consultant for several community organizations and serves as the chair of the Board of Directors of the Groupe Femmes, Politique et Démocratie.",21,21,False,0.20458075404167175,female->male
